basename,negative,neutral,positive
train/0000/dia1005_utt1,0.01138110738247633,0.10802207887172699,0.8805968761444092
train/0000/dia1005_utt10,0.005109748337417841,0.24798236787319183,0.7469078302383423
train/0000/dia1005_utt15,0.43698248267173767,0.5059703588485718,0.057047177106142044
train/0000/dia1005_utt16,0.05430779978632927,0.2270960658788681,0.7185961008071899
train/0000/dia1005_utt18,0.007132745813578367,0.13990214467048645,0.8529651165008545
train/0000/dia1005_utt19,0.024381982162594795,0.34904590249061584,0.6265720725059509
train/0000/dia1005_utt20,0.024381982162594795,0.34904590249061584,0.6265720725059509
train/0000/dia1005_utt21,0.790128231048584,0.1996021568775177,0.010269619524478912
train/0000/dia1005_utt3,0.024129020050168037,0.04257176071405411,0.93329918384552
train/0000/dia1005_utt5,0.01214018277823925,0.28311535716056824,0.7047444581985474
train/0000/dia1005_utt7,0.014605246484279633,0.10759614408016205,0.8777986168861389
train/0000/dia1005_utt8,0.03399207442998886,0.7058649659156799,0.2601429224014282
train/0000/dia1005_utt9,0.1677529513835907,0.636851966381073,0.1953950822353363
train/0000/dia1006_utt1,0.11490770429372787,0.6234570145606995,0.26163527369499207
train/0000/dia1006_utt3,0.0020590436179190874,0.012204566970467567,0.9857364296913147
train/0000/dia1006_utt5,0.92197185754776,0.06941379606723785,0.00861435942351818
train/0000/dia1007_utt8,0.9802728891372681,0.016536962240934372,0.0031900920439511538
train/0000/dia1009_utt11,0.12124153226613998,0.8286110758781433,0.050147347152233124
train/0000/dia1009_utt15,0.06582270562648773,0.7385759353637695,0.19560138881206512
train/0000/dia1009_utt17,0.008563604205846786,0.1875239610671997,0.8039124608039856
train/0000/dia1009_utt4,0.36408916115760803,0.5652863383293152,0.070624440908432
train/0000/dia1009_utt6,0.5046511888504028,0.44605275988578796,0.04929607734084129
train/0000/dia1012_utt1,0.02100052312016487,0.9128592014312744,0.06614026427268982
train/0000/dia1012_utt3,0.5112698674201965,0.45496606826782227,0.0337640605866909
train/0000/dia1012_utt6,0.3778149485588074,0.5275076031684875,0.09467742592096329
train/0000/dia1012_utt7,0.638437032699585,0.3280441462993622,0.03351888805627823
train/0000/dia1012_utt8,0.2572288513183594,0.6584230065345764,0.0843481793999672
train/0000/dia1015_utt8,0.1948394477367401,0.6309581995010376,0.17420236766338348
train/0000/dia1016_utt11,0.8086977601051331,0.1776597648859024,0.013642480596899986
train/0000/dia1016_utt13,0.02260434441268444,0.3360658288002014,0.641329824924469
train/0000/dia1016_utt9,0.7138000130653381,0.25809457898139954,0.02810543030500412
train/0000/dia1017_utt1,0.3816562592983246,0.5013672709465027,0.11697649210691452
train/0000/dia1017_utt10,0.0022752308286726475,0.00881734024733305,0.9889074563980103
train/0000/dia1017_utt11,0.0013353622052818537,0.006836098153144121,0.9918285012245178
train/0000/dia1017_utt12,0.06964374333620071,0.8793811798095703,0.050974998623132706
train/0000/dia1017_utt13,0.005823881831020117,0.08267096430063248,0.9115051031112671
train/0000/dia1017_utt6,0.5427294969558716,0.42248615622520447,0.03478436917066574
train/0000/dia1017_utt8,0.9331828355789185,0.062101949006319046,0.00471518374979496
train/0000/dia1017_utt9,0.06996678560972214,0.48040488362312317,0.4496283531188965
train/0000/dia1018_utt11,0.1814032346010208,0.6707981824874878,0.14779861271381378
train/0000/dia1018_utt12,0.25057175755500793,0.7086496949195862,0.04077849164605141
train/0000/dia1018_utt13,0.028747109696269035,0.3706680238246918,0.600584864616394
train/0000/dia1018_utt14,0.1511455774307251,0.6505367755889893,0.19831760227680206
train/0000/dia1018_utt15,0.26134148240089417,0.6086959838867188,0.12996245920658112
train/0000/dia1025_utt2,0.31975680589675903,0.6435911655426025,0.03665207698941231
train/0000/dia1027_utt0,0.039100728929042816,0.7803120613098145,0.18058721721172333
train/0000/dia1027_utt1,0.8027588725090027,0.18924136459827423,0.007999754510819912
train/0000/dia1027_utt2,0.6959991455078125,0.2943502366542816,0.009650574997067451
train/0000/dia1027_utt3,0.5156105756759644,0.4107014834880829,0.07368786633014679
train/0000/dia1027_utt4,0.37648680806159973,0.5020567178726196,0.12145646661520004
train/0000/dia1027_utt5,0.221278116106987,0.6273345947265625,0.1513872891664505
train/0000/dia1027_utt6,0.004560917615890503,0.07249028235673904,0.9229488372802734
train/0000/dia107_utt10,0.14481954276561737,0.587255597114563,0.26792484521865845
train/0000/dia107_utt7,0.13396228849887848,0.8075495362281799,0.058488231152296066
train/0000/dia107_utt8,0.027453845366835594,0.21761855483055115,0.7549276351928711
train/0000/dia107_utt9,0.0057916282676160336,0.512463390827179,0.48174500465393066
train/0000/dia109_utt11,0.09001446515321732,0.7445439696311951,0.16544154286384583
train/0000/dia109_utt14,0.051974546164274216,0.7943991422653198,0.15362632274627686
train/0000/dia109_utt19,0.01510830968618393,0.595276951789856,0.3896147310733795
train/0000/dia109_utt3,0.48733073472976685,0.4282352328300476,0.08443399518728256
train/0000/dia109_utt5,0.0026494567282497883,0.012010273523628712,0.9853402972221375
train/0000/dia109_utt9,0.057658273726701736,0.39057493209838867,0.5517667531967163
train/0000/dia10_utt0,0.4553494453430176,0.43764564394950867,0.10700486600399017
train/0000/dia10_utt1,0.8475436568260193,0.13618533313274384,0.01627102680504322
train/0000/dia10_utt2,0.7025864124298096,0.2477688491344452,0.049644649028778076
train/0000/dia10_utt4,0.7227696776390076,0.264396607875824,0.01283370889723301
train/0000/dia110_utt1,0.1588042974472046,0.7197318077087402,0.1214638501405716
train/0000/dia110_utt3,0.6946941614151001,0.27269893884658813,0.03260689973831177
train/0000/dia112_utt1,0.16920079290866852,0.7971305251121521,0.03366859629750252
train/0000/dia112_utt3,0.7062240242958069,0.2596930265426636,0.03408295661211014
train/0000/dia11_utt4,0.007132745813578367,0.13990214467048645,0.8529651165008545
train/0000/dia11_utt9,0.25084012746810913,0.6048341393470764,0.14432565867900848
train/0000/dia121_utt0,0.4326306879520416,0.5121064782142639,0.05526281148195267
train/0000/dia121_utt7,0.6516384482383728,0.29576054215431213,0.052600957453250885
train/0000/dia128_utt0,0.14029306173324585,0.8158884048461914,0.043818533420562744
train/0000/dia128_utt2,0.09476835280656815,0.5573259592056274,0.347905695438385
train/0000/dia128_utt4,0.011050116270780563,0.12325579673051834,0.8656941056251526
train/0000/dia128_utt6,0.01814616471529007,0.2128928005695343,0.7689610123634338
train/0000/dia128_utt8,0.11747673898935318,0.584351658821106,0.29817160964012146
train/0000/dia139_utt0,0.30680984258651733,0.5186895132064819,0.1745007187128067
train/0000/dia139_utt2,0.5666633248329163,0.4033031761646271,0.030033502727746964
train/0000/dia140_utt0,0.06226067990064621,0.8778878450393677,0.05985158681869507
train/0000/dia140_utt2,0.7991490960121155,0.1677863895893097,0.03306453302502632
train/0000/dia143_utt0,0.17311841249465942,0.771654486656189,0.05522707477211952
train/0000/dia143_utt3,0.004165449645370245,0.042834483087062836,0.9530000686645508
train/0000/dia145_utt16,0.2324947714805603,0.7402610778808594,0.027244174852967262
train/0000/dia145_utt8,0.8617184162139893,0.11953199654817581,0.018749654293060303
train/0000/dia146_utt1,0.5558823943138123,0.4081725776195526,0.03594503179192543
